@id;@type;http://erlangen-crm.org/current/P3_has_note;http://erlangen-crm.org/efrbroo/R10_has_member;http://erlangen-crm.org/efrbroo/R40_has_representative_expression;http://erlangen-crm.org/efrbroo/R44_carried_out_by;http://erlangen-crm.org/efrbroo/R50_assigned_to;http://erlangen-crm.org/efrbroo/R51_assigned;http://data.doremus.org/ontology#U5_had_premiere;http://erlangen-crm.org/efrbroo/R9_is_realised_in;http://data.doremus.org/ontology#U11_has_key;http://data.doremus.org/ontology#U13_has_casting;http://data.doremus.org/ontology#U16_has_catalogue_statement;http://data.doremus.org/ontology#U17_has_opus_statement;http://erlangen-crm.org/current/P102_has_title;http://data.doremus.org/ontology#U40_has_catalogue_name;http://data.doremus.org/ontology#U41_has_catalogue_number;http://data.doremus.org/ontology#U42_has_opus_number;http://erlangen-crm.org/current/P165_incorporates;http://data.doremus.org/ontology#U4_had_princeps_publication;http://erlangen-crm.org/current/P10_falls_within;http://erlangen-crm.org/current/P4_has_time-span;http://erlangen-crm.org/current/P9_consists_of;http://erlangen-crm.org/efrbroo/R17_created;http://erlangen-crm.org/efrbroo/R19_created_a_realisation_of;http://erlangen-crm.org/current/P1_is_identified_by;http://erlangen-crm.org/current/P82_at_some_time_within;http://data.doremus.org/ontology#U31_had_function_of_type;http://erlangen-crm.org/current/P14_carried_out_by;http://erlangen-crm.org/efrbroo/R25_performed;http://data.doremus.org/ontology#U12_has_genre;http://data.doremus.org/ontology#U10_has_order_number;http://erlangen-crm.org/efrbroo/R24_created;http://erlangen-crm.org/efrbroo/R3_is_realised_in;http://data.doremus.org/ontology#U43_has_opus_subnumber
http://data.doremus.org/event/e09a46a7-7c41-3986-9fbc-69b7405c5e68;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];[{'@value': 'vers 1735'}];;;;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b687'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b688'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b689'}];[{'@id': 'http://data.doremus.org/expression/573e3a7d-a771-3455-81d6-e86cff8b3ce8'}];[{'@id': 'http://data.doremus.org/work/d20e1b75-c52a-3fef-9749-e5eb64c4ad61'}];;;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b687;['http://erlangen-crm.org/current/E4_Period'];;;;;;;;;;;;;;;;;;;;;;;;[{'@value': '18 ème siècle'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b688;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1730/1740'}];;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b689;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/936b1d58-9488-3754-89ee-b5f687d63ad4'}];;;;;;
http://data.doremus.org/work/2342c56f-b1c9-373f-b366-646feead4ea3;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/4e48dbe4-62eb-373d-8e79-778e08bc04e0'}];[{'@id': 'http://data.doremus.org/expression/b4421219-6c41-37a7-bf6f-10713a2ce36f'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/performance/647e689a-8d1e-32dc-a26e-486a116c06d3;['http://erlangen-crm.org/efrbroo/F31_Performance'];[{'@value': 'création le 14 octobre 1989 à Milan, par Irvine Arditti et David Alberman.'}];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/7c81b332-aea6-3489-964e-ae597c50c2fd'}];;;;;
http://data.doremus.org/expression/7296d56c-a1b1-3945-ab16-b16ac62728ca;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/f11caf53-e532-3a60-8a6c-32df1217f9f8'}];;;;;;;;;;;;;;;;
http://data.doremus.org/event/5f6a6460-9a14-366d-83d5-2af1695aa7eb;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;[{'@id': 'http://data.doremus.org/Philharmonie_de_Paris'}];[{'@id': 'http://data.doremus.org/work/c7424b6f-5948-33be-87a6-8dd97b972347'}];[{'@id': 'http://data.doremus.org/expression/5678e812-1041-3259-a8bc-fae5e9cc5721'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/046dc1dc-b416-3b5d-83b8-9d628dfc6004;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Cette oeuvre est une commande pour le Berliner Festwochen1970 (Festival de Berlin) pour le IVe mouvement. Comprend : I- corrente (dédicacé à Maedi Wood). II- calmo, sostenuto (dédicacé à Traude Cerha). III- movimento preciso e meccanico (dédicacé à Friedrich Cerha). IV- presto (dédicacé à Walther Schmieding). Durée d'exécution : 17 minutes environ""}, {'@value': ""Créé au Festival de Berlin, le 1er octobre 1970, par l'Ensemble Die Reihe sous la direction de Friedrich Cerha. Editeur : Schot""}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/046dc1dc-b416-3b5d-83b8-9d628dfc6004/casting/1'}];;;[{'@value': 'Concerto de chambre'}, {'@value': 'Kammerkonzert'}];;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/co'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b549'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b549;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique contemporaine'}];;;;;;;;;
http://data.doremus.org/work/b4764f41-d495-36b7-897f-370dbda28222;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/aefece78-9791-3022-a745-34434a72ded2'}];[{'@id': 'http://data.doremus.org/expression/d0e146c1-ea75-3d24-ad2d-2d4b20fb8884'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/2bc82398-5144-3dd4-a0ca-ae026bf439b8;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/4f698472-f20e-3bfa-8e5f-6afbdbf4dd02'}];[{'@id': 'http://data.doremus.org/expression/e257861c-9601-3aad-9849-f2505fc83b2d'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/a63ec5ae-e04a-3590-85a7-97e375fa4e19;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Créé à Londres, King's Theatre, Hay market, le 20 février 1724.""}, {'@value': 'Opéra en trois actes, sur un livret de Niccolò Francesco Haym d\'après Giacomo Francesco Bussani et ""La mort de Pompée"" de Corneille'}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/a63ec5ae-e04a-3590-85a7-97e375fa4e19/casting/1'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b477'}];;[{'@value': 'Jules César'}, {'@value': 'Giulio Cesare in Egitto'}, {'@value': 'Julius Caesar'}];;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/trl'}, {'@id': 'http://data.doremus.org/vocabulary/iaml/genre/op'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b476'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b476;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique baroque'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b477;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];[{'@value': 'HWV 17'}];;;;;;;;;;;;;[{'@value': 'HWV'}];[{'@value': '17'}];;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/f3cafc39-0024-3a32-85e9-a7a8b1d9c333/casting/1;['http://data.doremus.org/ontology#M6_Casting'];[{'@value': 'Soprano, alto, ténor, basse, choeur mixte SATB, orchestre, basse continue'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/fc619f4d-ddc8-3b1f-b501-17740ab76c00/casting/1;['http://data.doremus.org/ontology#M6_Casting'];[{'@value': 'Voix, piano'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/404ab32c-2009-3d37-b67a-ea7168514ab3;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@value': 'Comprend : Allegro, Thema mit Variationen, Romanze, Burleske. durée : 23-25 mn. Dédié à Friedrich Buxbaum'}, {'@value': 'Création à Leipzig, octobre 1925, par le Buxbaum Streichquartett. Première édition le 30 juillet 1930.'}];;;;;;;;;[{'@id': 'http://data.doremus.org/expression/404ab32c-2009-3d37-b67a-ea7168514ab3/casting/1'}];;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b534'}];[{'@value': 'Streichquartett'}, {'@value': 'String quartet'}, {'@value': 'Quatuor à cordes'}, {'@value': 'Quatuor à cordes no 3'}];;;;;;;;;;;;;;;;;[{'@value': '3'}];;;
_:n4d6210b886b34016a608c6f92d74c605b534;['http://data.doremus.org/ontology#M2_Opus_Statement'];[{'@value': 'Op. 19'}];;;;;;;;;;;;;;;[{'@value': '19'}];;;;;;;;;;;;;;;;;
http://data.doremus.org/event/4fa877f1-c095-3693-a9ca-ff4af1f50b22;['http://erlangen-crm.org/efrbroo/F30_Publication_Event'];[{'@value': 'Editeur : Boosey & Hawkes'}];;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/1646d8af-7d7e-3372-b819-c9bf9c7f355b'}];;;;;;;;[{'@id': 'http://data.doremus.org/publication/32a4e933-7859-3adf-be01-a72c8daff05d'}];;
http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Genre musical : opéra, tragédie lyrique, drame musical. Opéra en un prologue et 3 actes. Livret de Giacomo Badoaro inspiré du dernier chant de l'Odyssée d'Homère. Prologue allégorique (la Fragilité humaine, leTemps, le Destin, l'Amour).""}, {'@value': 'Créé à Venise, Teatro SS Giovanni e Paolo. Copie trouvée à Vienne en 1881 et publiée en 1923'}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168/casting/1'}];;;"[{'@value': ""Le retour d'Ulysse dans sa patrie""}, {'@value': ""Il ritorno d'Ulisse in patria""}]";;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/op'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b112'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b112;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique baroque'}];;;;;;;;;
http://data.doremus.org/artist/68d6fa90-86ef-388d-8256-e94ae5e402fd;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/ca60d535-8410-3fc0-bff2-597e3e75208b/casting/1;['http://data.doremus.org/ontology#M6_Casting'];[{'@value': 'Effectif : flûtes, hautbois, clarinettes et bassons par deux, contrebasson, 4 cors, 2 trompettes, timbales et cordes.'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/80ef5cd5-66b3-31a7-9bca-21db834716d1;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/0752bc00-b449-3da7-81f3-26097820f808'}];[{'@id': 'http://data.doremus.org/expression/f2df1eeb-77ba-3274-a805-d9f0af7ad1e0'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/34c0cc1c-b00b-390e-a6df-0d02751fad03;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/15883b6f-a672-3c62-94d0-d072a9a295b5'}];[{'@id': 'http://data.doremus.org/expression/70b2a38c-c802-3792-adbd-54faf58d3b23'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/67794442-38ee-34a5-97c0-a7a1b491d58e;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/4c236d46-c57e-36f3-811b-8f5055d86c25'}];[{'@id': 'http://data.doremus.org/expression/1e73ad7c-639b-330a-ace4-4529e59a5299'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/4bed5ee8-ce1d-305b-849b-b10444751fcf;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': 'Ces sonates sont un arrangement (non édité à l\'époque, que l\'on date traditionnellement en 1749), des ""Pièces pour clavecin en sonates, Op.3"". Cet Opus, pour clavecin et accompagnement de violon, avait connu un très grand retentissement lors de sa parution en 1734 (Rameau s\'en inspirera dans ses ""Pièces de clavecin en concert"" de 1741). Cet arrangement de 1749 est vraisemblablement pensé pour un effectif ""orchestral"" (dans la mesure baroque du terme ) et non plus de musique de chambre à trois ou quatre instruments. Si l\'écriture est celle d\'une sonate en trio, les fréquentes doublures de hautbois ou de basson évoquent la notion de ""Symphonie"" plutôt que de ""Sonate"".'}, {'@value': 'première exécution supposée : Le Concert Spirituel, 1749.'}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/4bed5ee8-ce1d-305b-849b-b10444751fcf/casting/1'}];;;[{'@value': 'Six sonates à quatre'}, {'@value': '6 sonates à 4'}, {'@value': 'Sonate a quattro'}, {'@value': 'Sei Sonate a quattro'}];;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/sn'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b379'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b379;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique baroque'}];;;;;;;;;
http://data.doremus.org/event/43051b43-023c-3a4f-b35b-52bb49dfc210;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];[{'@value': '1875'}];;;;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b866'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b867'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b868'}];[{'@id': 'http://data.doremus.org/expression/c1710da7-c041-3f99-bf5a-b3b169e3cd5f'}];[{'@id': 'http://data.doremus.org/work/21c0df8f-8e6f-3404-b8f4-c77098346214'}];;;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b866;['http://erlangen-crm.org/current/E4_Period'];;;;;;;;;;;;;;;;;;;;;;;;[{'@value': '19 ème siècle'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b867;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1875'}];;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b868;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/7e1f2e0e-f2d7-3217-84e6-abdfd1b77a45'}];;;;;;
http://data.doremus.org/work/3eac7a02-aedc-3470-9493-1ca409aefcfd;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/6d285e89-ce45-31f7-bfb3-0aa527fcbfbb'}];[{'@id': 'http://data.doremus.org/expression/f96f8a54-45d3-3d39-9e98-72a74d9c32a6'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/39f29402-3cd2-35e5-8555-4a0913fc568b;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Cette Messe est la seule oeuvre proprement liturgique du compositeur, la seule qui soit destinée à être jouée durant un office. Comprend : 1- Kyrie. 2- Gloria. 3- Credo. 4- Sanctus. 5- Agnus Dei. Durée d'exécution : 20 minutes environ""}, {'@value': 'Création le 27 octobre 1948 à la Scala de Milan, sous la direction de Ernest Ansermet.'}, {'@value': 'Editeur : Boosey & Hawkes'}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/39f29402-3cd2-35e5-8555-4a0913fc568b/casting/1'}];;;[{'@value': 'Messe, pour choeur mixte et dix instruments'}, {'@value': 'Messe'}, {'@value': 'Messe, pour choeur mixte et double quintette à vent'}, {'@value': 'Mass'}, {'@value': 'Mass for mixed chorus and double wind quintet'}];;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/diabolo/genre/messe'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b494'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b494;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique sacrée'}];;;;;;;;;
http://data.doremus.org/event/893af0f4-3eec-30c0-afc0-4b0a6532027e;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];[{'@value': '1924'}];;;;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b987'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b988'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b989'}];[{'@id': 'http://data.doremus.org/expression/dc7e0b98-a6b0-3644-a757-911054c2b445'}];[{'@id': 'http://data.doremus.org/work/f900d328-0f37-3ac7-853f-3ead357b7928'}];;;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b987;['http://erlangen-crm.org/current/E4_Period'];;;;;;;;;;;;;;;;;;;;;;;;[{'@value': '20 ème siècle - 1 ère moitié'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b988;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1924'}];;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b989;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/45555885-a129-3c9f-8477-4ff4d9f2eec9'}];;;;;;
http://data.doremus.org/work/29a762c5-a984-3636-95eb-80e1e315b463;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/1378e41c-c431-333d-b268-0dcbe47da36b'}];[{'@id': 'http://data.doremus.org/expression/69ec6f7d-ae29-334b-8991-6b3ccab7c672'}];;;;;;;;;;;;;;;;;;;;;;;;;
